ID,Company,Stage,Position,Date,Salary,Location,Sector
45,locke and mccloud,Rejected,Junior Penetration Tester,17-Feb-24,37867,"Reading, Berkshire",Recruitment
45,locke and mccloud,Rejected,Junior Penetration Tester,17-Feb-24,37867,"Reading, Berkshire",Recruitment
45,locke and mccloud,Rejected,Junior Penetration Tester,17-Feb-24,37867,"Reading, Berkshire",Recruitment
46,aviva,Ghosted,Customer Analyst,18-Feb-24,25619,"London, Greater London",Financial Services
46,aviva,Ghosted,Customer Analyst,18-Feb-24,25619,"London, Greater London",Financial Services
46,aviva,Ghosted,Customer Analyst,18-Feb-24,25619,"London, Greater London",Financial Services
47,stephens harwood,Ghosted,Data Analytics Tester,19-Feb-24,28631,"London, Greater London",Legal Services
47,stephens harwood,Ghosted,Data Analytics Tester,19-Feb-24,28631,"London, Greater London",Legal Services
47,stephens harwood,Ghosted,Data Analytics Tester,19-Feb-24,28631,"London, Greater London",Legal Services
48,multiverse,Ghosted,Insight Analyst,19-Feb-24,30099,"London, Greater London",Education Technology
48,multiverse,Ghosted,Insight Analyst,19-Feb-24,30099,"London, Greater London",Education Technology
48,multiverse,Ghosted,Insight Analyst,19-Feb-24,30099,"London, Greater London",Education Technology
49,yes energy llc,Rejected,Forecasting Analyst,20-Feb-24,28216,"London, Greater London",Energy
49,yes energy llc,Rejected,Forecasting Analyst,20-Feb-24,28216,"London, Greater London",Energy
49,yes energy llc,Rejected,Forecasting Analyst,20-Feb-24,28216,"London, Greater London",Energy
50,digital realty,Rejected,"Junior Analyst, Sales Process Design and Management",20-Feb-24,36195,"London, Greater London",Real Estate
50,digital realty,Rejected,"Junior Analyst, Sales Process Design and Management",20-Feb-24,36195,"London, Greater London",Real Estate
50,digital realty,Rejected,"Junior Analyst, Sales Process Design and Management",20-Feb-24,36195,"London, Greater London",Real Estate (Data Centers)
51,longshot systems ltd,Ghosted,Machine Learning Researcher,20-Feb-24,30221,"London, Greater London",
52,tvs supply chain solutions,Rejected,Data Administrator,21-Feb-24,26905,"London, Greater London",Logistics
52,tvs supply chain solutions,Rejected,Data Administrator,21-Feb-24,26905,"London, Greater London",Logistics
52,tvs supply chain solutions,Rejected,Data Administrator,21-Feb-24,26905,"London, Greater London",Logistics
53,ripjar,Ghosted,Data Scientist Core Analytics,21-Feb-24,26178,"London, Greater London",Technology
53,ripjar,Ghosted,Data Scientist Core Analytics,21-Feb-24,26178,"London, Greater London",Technology
53,ripjar,Ghosted,Data Scientist Core Analytics,21-Feb-24,26178,"London, Greater London",Technology (Data Intelligence)
54,siemens,Rejected,Graduate Engineer - East Coast Digital Programme,21-Feb-24,31186,"London, Greater London",Conglomerate
54,siemens,Rejected,Graduate Engineer - East Coast Digital Programme,21-Feb-24,31186,"London, Greater London",Conglomerate
54,siemens,Rejected,Graduate Engineer - East Coast Digital Programme,21-Feb-24,31186,"London, Greater London",Conglomerate (Engineering)
55,sky,Ghosted,Network Data Scientist,21-Feb-24,35701,"London, Greater London",Media
55,sky,Ghosted,Network Data Scientist,21-Feb-24,35701,"London, Greater London",Media
55,sky,Ghosted,Network Data Scientist,21-Feb-24,35701,"London, Greater London",Media and Telecommunications
56,hed workshop,Ghosted,Sales Administrator,21-Feb-24,32687,"London, Greater London",Design
56,hed workshop,Ghosted,Sales Administrator,21-Feb-24,32687,"London, Greater London",Design
56,hed workshop,Ghosted,Sales Administrator,21-Feb-24,32687,"London, Greater London",Design
57,dentsu,Rejected,Data Analyst (Salesforce),23-Feb-24,35000,"London, Greater London",Advertising
57,dentsu,Rejected,Data Analyst (Salesforce),23-Feb-24,35000,"London, Greater London",Advertising
57,dentsu,Rejected,Data Analyst (Salesforce),23-Feb-24,35000,"London, Greater London",Marketing
58,stott & may professial search limited,Ghosted,Data Analyst - Insurance (SQL),24-Feb-24,35000,"London, Greater London",
59,in technology group,Ghosted,BI / Data Analyst,25-Feb-24,26012,"London, Greater London",Recruitment
59,in technology group,Ghosted,BI / Data Analyst,25-Feb-24,26012,"London, Greater London",Recruitment
59,in technology group,Ghosted,BI / Data Analyst,25-Feb-24,26012,"London, Greater London",Recruitment
60,reds10 (uk) ltd,Rejected,Entry-Level Data Analyst,26-Feb-24,37835,"West London, London",
61,trustpilot,Rejected,Data Analyst,27-Feb-24,35000,"London, Greater London",Technology
61,trustpilot,Rejected,Data Analyst,27-Feb-24,35000,"London, Greater London",Technology
61,trustpilot,Rejected,Data Analyst,27-Feb-24,35000,"London, Greater London",Technology (Reviews Platform)
62,rise technical recruitment limited,Ghosted,Data Analyst (PowerBI/Snowflake),27-Feb-24,35000,"London, Greater London",Recruitment
62,rise technical recruitment limited,Ghosted,Data Analyst (PowerBI/Snowflake),27-Feb-24,35000,"London, Greater London",Recruitment
62,rise technical recruitment limited,Ghosted,Data Analyst (PowerBI/Snowflake),27-Feb-24,35000,"London, Greater London",Recruitment
63,ben,Rejected,Data Analyst,28-Feb-24,35000,"London, Greater London",Healthcare
63,ben,Rejected,Data Analyst,28-Feb-24,35000,"London, Greater London",Automotive
63,ben,Rejected,Data Analyst,28-Feb-24,35000,"London, Greater London",Non-Profit (Automotive Industry)
64,euro car parks,Rejected,Junior Property Analyst,28-Feb-24,31153,"London, Greater London",Parking Services
64,euro car parks,Rejected,Junior Property Analyst,28-Feb-24,31153,"London, Greater London",Parking Services
64,euro car parks,Rejected,Junior Property Analyst,28-Feb-24,31153,"London, Greater London",Parking Services
65,right now residential,Rejected,Junior Property Analyst,28-Feb-24,37145,"London, Greater London",Real Estate
65,right now residential,Rejected,Junior Property Analyst,28-Feb-24,37145,"London, Greater London",Real Estate
65,right now residential,Rejected,Junior Property Analyst,28-Feb-24,37145,"London, Greater London",Real Estate
66,frontier economics,Rejected,2025 Junior Data Scientist - London,29-Feb-24,27086,"London, Greater London",Consulting
66,frontier economics,Rejected,2025 Junior Data Scientist - London,29-Feb-24,27086,"London, Greater London",Consulting
66,frontier economics,Rejected,2025 Junior Data Scientist - London,29-Feb-24,27086,"London, Greater London",Consulting
67,sdg group uk,Rejected,Data Analyst,29-Feb-24,30000,"Milton Keynes, Buckinghamshire",Consulting
67,sdg group uk,Rejected,Data Analyst,29-Feb-24,30000,"Milton Keynes, Buckinghamshire",Consulting
67,sdg group uk,Rejected,Data Analyst,29-Feb-24,30000,"Milton Keynes, Buckinghamshire",Consulting
68,parico,Ghosted,Junior Software Developer,04-Mar-24,38590,"London, Greater London",Consulting
68,parico,Ghosted,Junior Software Developer,04-Mar-24,38590,"London, Greater London",Unknown
68,parico,Ghosted,Junior Software Developer,04-Mar-24,38590,"London, Greater London",Technology
69,space nk,Ghosted,Junior Customer Insight Analyst,05-Mar-24,29807,"London, Greater London",Retail
69,space nk,Ghosted,Junior Customer Insight Analyst,05-Mar-24,29807,"London, Greater London",Retail
69,space nk,Ghosted,Junior Customer Insight Analyst,05-Mar-24,29807,"London, Greater London",Retail (Beauty)
70,thredd,Ghosted,Data Analyst,06-Mar-24,35000,"London, Greater London",Technology
70,thredd,Ghosted,Data Analyst,06-Mar-24,35000,"London, Greater London",Financial Technology
70,thredd,Ghosted,Data Analyst,06-Mar-24,35000,"London, Greater London",Technology
71,retail reporting analyst,Rejected,Janus Henders,08-Mar-24,37803,"London, Greater London",Retail
71,retail reporting analyst,Rejected,Janus Henders,08-Mar-24,37803,"London, Greater London",Retail
71,retail reporting analyst,Rejected,Janus Henders,08-Mar-24,37803,"London, Greater London",Retail
72,alfa technology,Rejected,Software Developer - BioTech,11-Mar-24,32874,"London, Greater London",Technology
72,alfa technology,Rejected,Software Developer - BioTech,11-Mar-24,32874,"London, Greater London",Technology
72,alfa technology,Rejected,Software Developer - BioTech,11-Mar-24,32874,"London, Greater London",Technology
73,tencent,Ghosted,NLP Research Intern,12-Mar-24,37190,"London, Greater London",Technology
73,tencent,Ghosted,NLP Research Intern,12-Mar-24,37190,"London, Greater London",Technology
73,tencent,Ghosted,NLP Research Intern,12-Mar-24,37190,"London, Greater London",Technology (Gaming)
74,butterworth laboratories,Ghosted,Analytical Chemist (Chromatography),13-Mar-24,25361,"London, Greater London",Pharmaceuticals
74,butterworth laboratories,Ghosted,Analytical Chemist (Chromatography),13-Mar-24,25361,"London, Greater London",Laboratories
74,butterworth laboratories,Ghosted,Analytical Chemist (Chromatography),13-Mar-24,25361,"London, Greater London",Pharmaceuticals
75,srg,Rejected,Biotransformation scientist,13-Mar-24,32798,"London, Greater London",Recruitment
75,srg,Rejected,Biotransformation scientist,13-Mar-24,32798,"London, Greater London",Recruitment
75,srg,Rejected,Biotransformation scientist,13-Mar-24,32798,"London, Greater London",Recruitment
76,cbsbutler holdings,Ghosted,Chemist,13-Mar-24,37020,"London, Greater London",Recruitment
76,cbsbutler holdings,Ghosted,Chemist,13-Mar-24,37020,"London, Greater London",Recruitment
76,cbsbutler holdings,Ghosted,Chemist,13-Mar-24,37020,"London, Greater London",Recruitment
77,tvs scs,Ghosted,Data Scientist,13-Mar-24,38227,"London, Greater London",Logistics
77,tvs scs,Ghosted,Data Scientist,13-Mar-24,38227,"London, Greater London",Logistics
77,tvs scs,Ghosted,Data Scientist,13-Mar-24,38227,"London, Greater London",Logistics
78,1sm,Ghosted,Graduate Analyst- Dialler Manager,13-Mar-24,32185,"London, Greater London",Consulting
78,1sm,Ghosted,Graduate Analyst- Dialler Manager,13-Mar-24,32185,"London, Greater London",Unknown
78,1sm,Ghosted,Graduate Analyst- Dialler Manager,13-Mar-24,32185,"London, Greater London",Unknown
79,vrs-uk,Ghosted,Graduate Scientist,13-Mar-24,31294,"London, Greater London",Recruitment
79,vrs-uk,Ghosted,Graduate Scientist,13-Mar-24,31294,"London, Greater London",Recruitment
79,vrs-uk,Ghosted,Graduate Scientist,13-Mar-24,31294,"London, Greater London",Recruitment
80,spectrum it recruitment,Ghosted,"Graduate Software Engineer, Python",13-Mar-24,31144,"London, Greater London",Recruitment
80,spectrum it recruitment,Ghosted,"Graduate Software Engineer, Python",13-Mar-24,31144,"London, Greater London",Recruitment
80,spectrum it recruitment,Ghosted,"Graduate Software Engineer, Python",13-Mar-24,31144,"London, Greater London",Recruitment
81,russell taylor group ltd,Ghosted,Immunoassay Scientist,13-Mar-24,39568,"London, Greater London",
82,search allies ltd,Ghosted,IT Support Technician,13-Mar-24,35988,"London, Greater London",
83,s3 science,Ghosted,Junior Biomedical Scientist,13-Mar-24,32558,"London, Greater London",Recruitment
83,s3 science,Ghosted,Junior Biomedical Scientist,13-Mar-24,32558,"London, Greater London",Recruitment
83,s3 science,Ghosted,Junior Biomedical Scientist,13-Mar-24,32558,"London, Greater London",Recruitment
84,austin fraser,Ghosted,Junior Python Developer,13-Mar-24,36791,"London, Greater London",Recruitment
84,austin fraser,Ghosted,Junior Python Developer,13-Mar-24,36791,"London, Greater London",Recruitment
85,acorn by synergie,Ghosted,Lab Technician,13-Mar-24,32534,"London, Greater London",Recruitment
85,acorn by synergie,Ghosted,Lab Technician,13-Mar-24,32534,"London, Greater London",Recruitment
85,acorn by synergie,Ghosted,Lab Technician,13-Mar-24,32534,"London, Greater London",Recruitment
86,alexander steele,Ghosted,Lab Technician,13-Mar-24,31491,"London, Greater London",Recruitment
86,alexander steele,Ghosted,Lab Technician,13-Mar-24,31491,"London, Greater London",Recruitment
86,alexander steele,Ghosted,Lab Technician,13-Mar-24,31491,"London, Greater London",Recruitment
